Fuel_Type,Body_Type,Kilometers_Driven,Registration_Year,Car_Model,Engine_Power,Mileage,City,Ownership_Encoded,Star_Rating,Price
Diesel,SUV,33756.0,2015.7157384987893,Hyundai Creta,126.0,19.67,Delhi,3,4,880000.0000000001
Petrol,SUV,38192.0,2015.7157384987893,Honda WR-V,88.0,17.5,Delhi,1,4,738000.0
Diesel,MUV,50000.0,2015.7157384987893,Kia Carnival,197.0,14.11,Delhi,1,4,3050000.0
Petrol,Sedan,97411.0,2015.7157384987893,Honda Amaze,86.0,17.8,Delhi,1,4,469000.00000000006
Petrol,Hatchback,11077.0,2015.7157384987893,Honda Jazz,88.0,17.1,Delhi,1,4,935000.0
Diesel,SUV,55000.0,2015.7157384987893,Hyundai Creta,126.0,19.67,Delhi,3,4,1290000.0
Petrol,Sedan,43100.0,2015.7157384987893,Skoda Rapid,103.0,14.3,Delhi,1,4,765000.0
Diesel,SUV,82501.0,2015.7157384987893,Ford Ecosport,98.0,19.25539987552513,Delhi,1,4,765000.0
Petrol,Hatchback,91881.0,2015.7157384987893,Maruti Baleno,83.0,21.4,Delhi,1,4,524000.0
Petrol,Hatchback,36000.0,2015.7157384987893,Maruti Swift,83.0,20.4,Delhi,3,4,380000.0
Petrol,Hatchback,62479.0,2015.7157384987893,Maruti Baleno,83.0,21.4,Delhi,3,4,621000.0
Diesel,SUV,53000.0,2015.7157384987893,Mahindra Scorpio,120.0,15.4,Delhi,3,4,990000.0
Petrol,Hatchback,51000.0,2015.7157384987893,Honda Brio,86.0,19.4,Delhi,3,4,230000.0
Petrol,Hatchback,63774.0,2015.7157384987893,Hyundai i20,81.0,18.6,Delhi,1,4,549000.0
Petrol,Sedan,45000.0,2015.7157384987893,Honda Amaze,86.0,17.8,Delhi,1,4,475000.0
Petrol,Sedan,21900.0,2015.7157384987893,Hyundai Aura,81.0,20.5,Delhi,1,4,775000.0
Petrol,Sedan,27381.0,2015.7157384987893,Hyundai Verna,121.0,17.01,Delhi,1,4,649000.0
Cng,Hatchback,54147.0,2015.7157384987893,Maruti Alto 800,47.0,30.46,Delhi,3,4,290000.0
Cng,Hatchback,56716.0,2015.7157384987893,Maruti Wagon R,58.0,32.52,Delhi,1,4,551000.0
Diesel,SUV,68000.0,2015.7157384987893,Land Rover Range Rover Sport,255.0,12.65,Delhi,3,4,7200000.0
Petrol,Hatchback,49000.0,2015.7157384987893,Maruti Wagon R,67.0,21.79,Delhi,3,4,295000.0
Petrol,Sedan,63000.0,2015.7157384987893,Maruti Swift Dzire,83.0,20.85,Delhi,1,4,485000.0
Diesel,Hatchback,77000.0,2015.7157384987893,Tata Indica V2,69.0,19.25539987552513,Delhi,1,4,195000.0
Diesel,SUV,3000.0,2015.7157384987893,BMW X1,147.0,20.37,Delhi,1,4,5400000.0
Diesel,MUV,54000.0,2015.7157384987893,Toyota Innova Crysta,171.0,11.36,Delhi,1,4,1775000.0
Petrol,Sedan,55000.0,2015.7157384987893,Honda City,117.0,17.4,Delhi,1,4,825000.0
Petrol,Sedan,50000.0,2018.0,Skoda Octavia,178.0,15.1,Delhi,3,4,1650000.0
Petrol,SUV,16000.0,2015.7157384987893,Mercedes-Benz GLS,362.0,18.9,Delhi,1,4,13799999.999999998
Petrol,Sedan,14598.0,2015.7157384987893,Hyundai Verna,121.0,19.25539987552513,Delhi,3,4,1016000.0
Diesel,SUV,96000.0,2015.7157384987893,Toyota Fortuner,168.0,12.55,Delhi,3,4,1195000.0
Diesel,SUV,40190.0,2015.7157384987893,Maruti Vitara Brezza,88.0,24.3,Delhi,3,4,736000.0
Petrol,SUV,8000.0,2015.7157384987893,Audi Q7,335.0,11.21,Delhi,1,4,9100000.0
Diesel,SUV,80000.0,2015.7157384987893,Hyundai Creta,126.0,17.01,Delhi,1,4,766000.0
Petrol,SUV,46445.0,2015.7157384987893,Hyundai Creta,121.0,19.25539987552513,Delhi,1,4,859000.0
Petrol,MUV,6000.0,2015.7157384987893,Toyota Innova Crysta,163.0,19.25539987552513,Delhi,1,4,1910000.0
Petrol,Sedan,26000.0,2015.7157384987893,BMW 6 Series,254.0,13.32,Delhi,1,4,6900000.0
Petrol,Sedan,65083.0,2015.7157384987893,Maruti Ciaz,91.0,20.73,Delhi,1,4,704000.0
Diesel,SUV,150000.0,2015.7157384987893,Mercedes-Benz M-Class,254.0,11.74,Delhi,3,4,1751000.0000000002
Petrol,Sedan,5378.0,2015.7157384987893,Honda City,119.0,18.3,Delhi,1,4,1443000.0
Petrol,Sedan,63001.0,2015.7157384987893,Honda City,117.0,19.25539987552513,Delhi,1,4,765000.0
Diesel,Sedan,68000.0,2015.7157384987893,Audi A4,174.0,17.11,Delhi,3,4,950000.0
Petrol,MUV,15000.0,2015.7157384987893,Renault Triber,71.0,19.25539987552513,Delhi,1,4,675000.0
Diesel,SUV,106180.0,2015.7157384987893,Audi Q5,241.0,13.22,Delhi,1,4,2095000.0
Diesel,SUV,68000.0,2015.7157384987893,Tata Harrier,167.0,16.35,Delhi,1,4,1400000.0
Petrol,SUV,11000.0,2015.7157384987893,Hyundai Creta,138.0,18.9,Delhi,1,4,1975000.0
Petrol,SUV,24000.0,2015.7157384987893,Hyundai Creta,113.0,18.9,Delhi,1,4,1095000.0
Petrol,Sedan,55000.0,2015.7157384987893,Honda City,117.0,17.4,Delhi,1,4,850000.0
Diesel,SUV,12010.0,2015.7157384987893,Mahindra Thar,130.0,15.2,Delhi,1,4,1485000.0
Petrol,Hatchback,60665.0,2015.7157384987893,Maruti Baleno,81.0,21.01,Delhi,1,4,621000.0
Petrol,SUV,10000.0,2021.0,Hyundai Creta,113.0,18.9,Delhi,3,4,1120000.0
Diesel,MUV,82896.0,2015.7157384987893,Maruti Ertiga,88.0,20.77,Delhi,3,4,727000.0
Diesel,Coupe,35000.0,2015.7157384987893,Mercedes-Benz CLS-Class,241.0,19.25539987552513,Delhi,3,4,6500000.0
Petrol,SUV,1000.0,2015.7157384987893,Maruti Jimny,103.0,16.39,Delhi,1,4,1725000.0
Petrol,Sedan,57463.0,2015.7157384987893,Honda City,117.0,17.4,Delhi,1,4,622000.0
Petrol,SUV,3100.0,2015.7157384987893,Hyundai Creta,113.0,18.9,Delhi,1,4,1310000.0
Diesel,SUV,25000.0,2015.7157384987893,Volvo XC60,215.0,11.2,Delhi,3,4,5200000.0
Petrol,SUV,58716.0,2015.7157384987893,Ford Ecosport,110.0,15.85,Delhi,1,4,625000.0
Petrol,Hatchback,27000.0,2015.7157384987893,Hyundai i20,81.0,19.25539987552513,Delhi,1,4,725000.0
Petrol,Hatchback,51017.0,2015.7157384987893,Maruti Baleno,83.0,21.4,Delhi,1,4,532000.0
Petrol,Hatchback,25000.0,2015.7157384987893,Mini Cooper Clubman,192.0,13.79,Delhi,1,4,4300000.0
Petrol,SUV,33000.0,2015.7157384987893,Land Rover Discovery,237.0,19.25539987552513,Delhi,3,4,3645000.000000001
Petrol,Hatchback,17000.0,2015.7157384987893,Maruti Baleno,88.0,22.35,Delhi,1,4,710000.0
Diesel,SUV,95000.0,2015.7157384987893,Toyota Fortuner,168.0,12.55,Delhi,1,4,1390000.0
Diesel,SUV,15000.0,2015.7157384987893,Mercedes-Benz GLE,241.0,18.9,Delhi,3,4,7600000.0
Petrol,Sedan,49000.0,2015.7157384987893,Maruti Ciaz,91.0,19.12,Delhi,1,4,690000.0
Petrol,Sedan,34000.0,2015.7157384987893,Audi A4,167.0,15.64,Delhi,3,4,2000000.0
Petrol,Sedan,70000.0,2015.7157384987893,Maruti Swift Dzire,83.0,20.85,Delhi,1,4,350000.0
Petrol,SUV,29100.0,2015.7157384987893,Kia Sonet,118.0,18.2,Delhi,1,4,1145000.0
Petrol,Sedan,57116.0,2015.7157384987893,Tata Tigor,84.0,20.3,Delhi,1,4,518000.0
Petrol,Hatchback,56000.0,2015.7157384987893,Hyundai EON,55.0,21.1,Delhi,1,4,261000.0
Petrol,SUV,9343.0,2015.7157384987893,Honda WR-V,88.0,16.5,Delhi,1,4,866000.0
Petrol,Sedan,15000.0,2015.7157384987893,Audi A6,241.0,14.11,Delhi,3,4,5100000.0
Diesel,SUV,13000.0,2015.7157384987893,Toyota Fortuner,201.0,18.9,Delhi,1,4,3850000.0
Petrol,SUV,90347.0,2015.7157384987893,Hyundai Creta,121.0,19.25539987552513,Delhi,3,4,944000.0
Diesel,Sedan,36000.0,2015.7157384987893,Mercedes-Benz S-Class,281.0,13.5,Delhi,1,4,8900000.0
Diesel,SUV,60000.0,2015.7157384987893,BMW X1,184.0,17.05,Delhi,1,4,2125000.0
Petrol,Sedan,64668.0,2015.7157384987893,Ford Aspire,94.0,19.4,Delhi,1,4,518000.0
Diesel,SUV,7800.0,2022.0,MG Gloster,212.0,12.04,Delhi,1,4,4500000.0
Petrol,Sedan,87313.0,2015.7157384987893,Honda City,117.0,17.4,Delhi,1,4,574000.0
Diesel,SUV,60000.0,2015.7157384987893,Volvo XC60,181.0,14.7,Delhi,3,4,3800000.0
Petrol,Hatchback,39000.0,2015.7157384987893,Honda Jazz,88.0,18.7,Delhi,1,4,449000.0
Petrol,SUV,18000.0,2015.7157384987893,MG Hector Plus,141.0,11.67,Delhi,1,5,1925000.0
Diesel,SUV,18000.0,2015.7157384987893,Land Rover Discovery Sport,245.0,18.9,Delhi,3,4,5650000.0
Petrol,SUV,11000.0,2015.7157384987893,Lexus RX,259.0,18.8,Delhi,1,4,6600000.0
Petrol,SUV,30000.0,2015.7157384987893,Jeep Wrangler,268.0,12.1,Delhi,1,4,6200000.0
Diesel,SUV,8000.0,2015.7157384987893,Mercedes-Benz GLA Class,136.0,17.9,Delhi,1,4,2700000.0
Petrol,Sedan,57000.0,2015.7157384987893,Mercedes-Benz E-Class,194.0,19.25539987552513,Delhi,1,4,4050000.0
Diesel,SUV,89500.0,2015.7157384987893,Audi Q7,245.0,14.75,Delhi,3,4,3600000.0
Petrol,SUV,27684.0,2015.7157384987893,Honda WR-V,88.0,17.5,Delhi,3,4,719000.0
Petrol,Sedan,22000.0,2015.7157384987893,Mercedes-Benz C-Class,181.0,14.74,Delhi,1,4,3300000.0
Petrol,Hatchback,71566.0,2015.7157384987893,Ford Figo,94.0,20.4,Delhi,1,4,507000.0
Diesel,SUV,75000.0,2015.7157384987893,Audi Q7,245.0,14.75,Delhi,3,4,3995000.000000001
Diesel,Sedan,58000.0,2015.7157384987893,Mercedes-Benz CLS-Class,204.0,19.4,Delhi,3,4,2600000.0
Petrol,Sedan,75455.0,2015.7157384987893,Honda City,117.0,19.25539987552513,Delhi,3,4,665000.0
Petrol,SUV,10000.0,2015.7157384987893,MG Astor,108.0,14.82,Delhi,1,4,1500000.0
Diesel,SUV,80000.0,2015.7157384987893,Ford Endeavour,197.0,10.91,Delhi,1,4,2349000.0
Petrol,SUV,85031.0,2015.7157384987893,Hyundai Creta,121.0,14.8,Delhi,1,4,1052000.0
Diesel,SUV,22000.0,2015.7157384987893,Land Rover Range Rover Evoque,246.0,18.9,Delhi,1,4,6700000.0
Diesel,SUV,37527.0,2015.7157384987893,Ford Ecosport,98.0,21.7,Delhi,1,4,930000.0
Diesel,SUV,80000.0,2015.7157384987893,Maruti Vitara Brezza,88.0,24.3,Delhi,1,4,850000.0
Petrol,Sedan,14000.0,2015.7157384987893,Mercedes-Benz AMG A 35,301.0,18.9,Delhi,1,4,5100000.0
Diesel,SUV,40000.0,2018.0,Mahindra XUV500,152.0,15.1,Delhi,1,4,1300000.0
Petrol,Hatchback,10000.0,2020.0,Toyota Glanza,81.0,21.01,Delhi,1,4,625000.0
Diesel,SUV,50000.0,2015.7157384987893,Porsche Cayenne,245.0,16.12,Delhi,1,4,5600000.0
Diesel,SUV,65000.0,2015.7157384987893,BMW X1,188.0,20.68,Delhi,3,4,1950000.0
Diesel,SUV,72011.0,2015.7157384987893,Audi Q3,181.0,15.17,Delhi,1,4,1499000.0
Diesel,SUV,40011.0,2015.7157384987893,Jeep Compass,167.0,14.9,Delhi,1,4,2450000.0
Petrol,MUV,85000.0,2015.7157384987893,Maruti Ertiga,103.0,19.34,Delhi,1,4,735000.0
Petrol,SUV,36206.0,2015.7157384987893,Ford Ecosport,121.0,19.25539987552513,Delhi,3,4,726000.0
Diesel,MUV,48011.0,2015.7157384987893,Toyota Innova Crysta,147.0,13.68,Delhi,1,4,1650000.0
Petrol,Hatchback,86919.0,2015.7157384987893,Maruti Baleno,83.0,21.4,Delhi,3,4,688000.0
Petrol,SUV,4000.0,2015.7157384987893,Mercedes-Benz AMG G 63,576.0,18.9,Delhi,1,4,39500000.0
Cng,Sedan,69650.0,2015.7157384987893,Honda Amaze,86.0,19.25539987552513,Delhi,3,4,365000.0
Petrol,Sedan,41051.0,2015.7157384987893,Volkswagen Ameo,75.0,19.44,Delhi,1,4,627000.0
Diesel,MUV,52011.0,2015.7157384987893,Toyota Innova Crysta,171.0,11.36,Delhi,1,4,1798999.9999999998
Petrol,Hatchback,52439.0,2015.7157384987893,Hyundai i10,68.0,19.81,Delhi,1,4,335000.0
Petrol,Sedan,82347.0,2015.7157384987893,Maruti Ciaz,91.0,19.12,Delhi,3,4,528000.0
Diesel,SUV,52001.0,2015.7157384987893,Audi Q7,241.0,12.07,Delhi,3,4,1899000.0
Petrol,Sedan,97249.0,2015.7157384987893,Maruti Ciaz,91.0,20.73,Delhi,1,4,511000.00000000006
Petrol,SUV,11800.0,2015.7157384987893,Audi Q7,335.0,18.9,Delhi,1,4,9300000.0
Diesel,SUV,5700.0,2015.7157384987893,Tata New Safari,167.0,16.14,Delhi,1,4,2099000.0
Diesel,SUV,52011.0,2015.7157384987893,Tata New Safari,167.0,14.08,Delhi,1,4,1950000.0
Diesel,SUV,52368.0,2015.7157384987893,Maruti Vitara Brezza,88.0,24.3,Delhi,1,4,849000.0
Diesel,SUV,33500.0,2015.7157384987893,Mercedes-Benz GLE,241.0,18.9,Delhi,1,4,7950000.0
Petrol,Sedan,80000.0,2020.0,Honda Amaze,88.0,18.6,Delhi,1,4,500000.0
Diesel,SUV,85162.0,2015.7157384987893,Honda WR-V,98.0,25.5,Delhi,3,4,525000.0
Petrol,MUV,83863.0,2015.7157384987893,Maruti Ertiga,91.0,17.03,Delhi,1,4,775000.0
Petrol,SUV,9500.0,2015.7157384987893,BMW X7,335.0,10.54,Delhi,1,4,11000000.0
Petrol,Hatchback,62526.0,2015.7157384987893,Honda Jazz,88.0,18.7,Delhi,1,4,486000.00000000006
Petrol,Hatchback,40000.0,2018.0,Maruti Swift,81.0,19.25539987552513,Delhi,1,4,450000.0
Diesel,SUV,35331.0,2015.7157384987893,Renault Duster,108.0,19.87,Delhi,1,4,989000.0
Diesel,SUV,40000.0,2015.7157384987893,Land Rover Discovery Sport,245.0,18.9,Delhi,1,4,5550000.0
Petrol,SUV,10000.0,2023.0,Audi Q3 Sportback,187.0,18.9,Delhi,1,4,5100000.0
Petrol,Hatchback,14893.0,2015.7157384987893,Hyundai Santro,68.0,20.3,Delhi,1,4,526000.0
Petrol,Hatchback,110000.0,2011.0,Maruti Wagon R,67.0,18.9,Delhi,3,4,170000.0
Diesel,Sedan,7900.0,2015.7157384987893,Mercedes-Benz S-Class,281.0,13.5,Delhi,1,4,15500000.0
Petrol,Hatchback,55215.0,2015.7157384987893,Hyundai Grand i10,82.0,18.9,Delhi,1,4,434000.0
Petrol,Sedan,100000.0,2014.0,Honda City,117.0,17.4,Delhi,1,4,300000.0
Diesel,Sedan,49930.0,2015.7157384987893,Hyundai Verna,113.0,19.25539987552513,Delhi,1,4,1103000.0
Diesel,SUV,54000.0,2015.7157384987893,Maruti Vitara Brezza,88.0,24.3,Delhi,1,4,645000.0
Petrol,Sedan,1200.0,2015.7157384987893,Mercedes-Benz AMG A 35,301.0,18.9,Delhi,1,4,5150000.0
Petrol,SUV,7000.0,2015.7157384987893,Audi Q2,187.0,18.9,Delhi,1,4,2790000.0
Cng,MUV,40000.0,2021.0,Maruti Ertiga,91.0,26.08,Delhi,1,4,1100000.0
Diesel,SUV,83000.0,2015.7157384987893,Mercedes-Benz M-Class,203.0,15.26,Delhi,4,4,1570000.0
Petrol,Hatchback,60000.0,2011.0,Hyundai i10,78.0,20.36,Delhi,3,4,130000.0
Cng,Sedan,100000.0,2018.0,Maruti Swift Dzire Tour,70.0,26.55,Delhi,1,4,300000.0
Petrol,Hatchback,60000.0,2009.0,Hyundai i10,78.0,20.36,Delhi,3,4,85000.0
Petrol,SUV,25000.0,2015.7157384987893,Volvo XC40,187.0,18.9,Delhi,1,4,3750000.0
Petrol,Sedan,67593.0,2015.7157384987893,Honda Amaze,86.0,19.25539987552513,Delhi,1,4,422000.0
Diesel,SUV,50000.0,2020.0,Hyundai Creta,113.0,18.5,Delhi,1,4,1500000.0
Petrol,Hatchback,88882.0,2015.7157384987893,Maruti Baleno,83.0,21.4,Delhi,1,4,495000.0
Petrol,Sedan,78986.0,2015.7157384987893,Toyota Corolla Altis,138.0,14.28,Delhi,1,4,815000.0
Diesel,Sedan,100000.0,2014.0,Maruti Swift Dzire,74.0,23.4,Delhi,1,4,215000.0
Petrol,Hatchback,24727.0,2015.7157384987893,Hyundai i20 Active,81.0,17.19,Delhi,3,4,502000.0
Diesel,SUV,70000.0,2014.0,Audi Q3,174.0,15.73,Delhi,4,4,800000.0
Petrol,Sedan,34000.0,2015.7157384987893,Mercedes-Benz S-Class,469.0,7.08,Delhi,1,4,15900000.0
Petrol,Hatchback,79328.0,2015.7157384987893,Honda Jazz,88.0,19.25539987552513,Delhi,1,4,565000.0
Petrol,Hatchback,50000.0,2017.0,Maruti Alto K10,67.0,23.95,Delhi,1,4,280000.0
Petrol,Hatchback,62113.0,2015.7157384987893,Maruti Baleno,83.0,21.4,Delhi,3,4,524000.0
Petrol,SUV,2300.0,2015.7157384987893,Hyundai Creta,113.0,18.9,Delhi,1,4,1650000.0
Petrol,Sedan,120000.0,2013.0,Toyota Corolla Altis,138.0,14.53,Delhi,4,4,450000.0
Diesel,Hatchback,120000.0,2018.0,Tata Tiago,69.0,27.28,Delhi,3,4,315000.0
Petrol,Sedan,120000.0,2013.0,Toyota Corolla Altis,138.0,14.53,Delhi,4,4,450000.0
Petrol,SUV,5000.0,2015.7157384987893,Volvo XC40,187.0,18.9,Delhi,1,4,4400000.0
Petrol,SUV,10000.0,2021.0,Hyundai Creta,113.0,18.9,Delhi,3,4,1120000.0
Petrol,Sedan,60000.0,2018.0,Hyundai Verna,121.0,19.25539987552513,Delhi,3,4,750000.0
Petrol,Hatchback,30000.0,2021.0,Maruti Baleno,81.0,21.01,Delhi,1,4,635000.0
Diesel,SUV,67000.0,2015.7157384987893,Jeep Compass,170.0,17.1,Delhi,1,4,1110000.0
Petrol,Hatchback,86183.0,2015.7157384987893,Hyundai Grand i10,82.0,18.9,Delhi,1,4,450000.0
Diesel,Sedan,70000.0,2013.0,Toyota Etios,67.0,23.59,Delhi,1,4,260000.0
Petrol,Hatchback,88991.0,2015.7157384987893,Maruti Swift,88.0,22.38,Delhi,1,4,346000.0
Diesel,SUV,18000.0,2015.7157384987893,BMW X4,187.0,16.55,Delhi,3,4,5260000.0
Petrol,SUV,55000.0,2015.7157384987893,Jeep Compass,160.0,14.1,Delhi,1,4,1475000.0
Cng,Hatchback,62657.0,2015.7157384987893,Maruti S-Presso,58.0,31.2,Delhi,1,4,479000.0
Petrol,Hatchback,16452.0,2015.7157384987893,Renault KWID,67.0,24.04,Delhi,1,4,300000.0
Petrol,Sedan,40000.0,2015.7157384987893,Mercedes-Benz CLA,183.0,15.04,Delhi,3,4,2475000.0
Cng,Hatchback,31029.0,2015.7157384987893,Tata Tiago,72.0,26.49,Delhi,1,4,740000.0
Petrol,Hatchback,40000.0,2018.0,Maruti Swift,81.0,19.25539987552513,Delhi,3,4,450000.0
Petrol,Hatchback,46724.0,2015.7157384987893,Hyundai i20,82.0,18.5,Delhi,3,4,403000.0
Petrol,Sedan,86000.0,2015.7157384987893,Mercedes-Benz C-Class,184.0,14.74,Delhi,1,4,750000.0
Diesel,SUV,40000.0,2015.0,Mahindra XUV500,140.0,19.25539987552513,Delhi,1,4,800000.0
Petrol,Sedan,80000.0,2015.0,Toyota Camry,157.0,19.16,Delhi,1,4,1425000.0
Petrol,Sedan,70000.0,2015.0,Toyota Camry,157.0,19.16,Delhi,1,4,1425000.0
Petrol,Sedan,60000.0,2015.7157384987893,Honda City,117.0,17.4,Delhi,1,4,660000.0
Petrol,Hatchback,60000.0,2009.0,Maruti Wagon R,67.0,18.9,Delhi,1,4,150000.0
Cng,MUV,40000.0,2021.0,Maruti Ertiga,91.0,26.08,Delhi,1,4,1100000.0
Diesel,Hatchback,80000.0,2015.0,Maruti Celerio,47.0,27.62,Delhi,2,4,220000.00000000003
Diesel,SUV,90000.0,2015.7157384987893,Ford Endeavour,197.0,10.91,Delhi,1,4,2800000.0
Cng,Hatchback,71727.0,2015.7157384987893,Hyundai Grand i10 Nios,68.0,18.9,Delhi,1,4,676000.0
Diesel,Sedan,73000.0,2015.7157384987893,Mercedes-Benz E-Class,203.0,14.21,Delhi,1,4,1125000.0
Petrol,SUV,85482.0,2015.7157384987893,Honda WR-V,88.0,17.5,Delhi,1,4,686000.0
Petrol,SUV,54500.0,2015.7157384987893,Mercedes-Benz GLA,375.0,12.33,Delhi,3,4,2300000.0
Cng,Hatchback,60000.0,2016.0,Maruti Celerio,58.0,31.79,Delhi,3,4,260000.0
Petrol,Sedan,89581.0,2015.7157384987893,Hyundai Verna,121.0,17.01,Delhi,1,4,798000.0
Petrol,Sedan,110000.0,2014.0,Skoda Rapid,103.0,14.3,Delhi,3,4,275000.0
Diesel,SUV,79500.0,2015.7157384987893,Mercedes-Benz GLS,258.0,19.25539987552513,Delhi,1,4,4890000.0
Petrol,Sedan,69164.0,2015.7157384987893,Toyota Etios,81.0,17.6,Delhi,3,4,250000.0
Petrol,SUV,28000.0,2015.7157384987893,Honda CR-V,153.0,13.7,Delhi,1,4,1450000.0
Diesel,SUV,66175.0,2015.7157384987893,Maruti Vitara Brezza,88.0,24.3,Delhi,1,4,787000.0
Petrol,SUV,22000.0,2015.7157384987893,Porsche Macan,375.0,18.9,Delhi,3,4,7500000.0
Petrol,Sedan,47001.0,2015.7157384987893,Tata Tigor,84.0,20.3,Delhi,1,4,485000.0
Diesel,SUV,145000.0,2015.7157384987893,Toyota Fortuner,174.0,15.04,Delhi,1,4,1714999.9999999998
Petrol,Sedan,19000.0,2015.7157384987893,Mercedes-Benz E-Class,194.0,19.25539987552513,Delhi,1,4,6100000.0
Diesel,Sedan,43600.0,2015.7157384987893,Audi A4,174.0,17.11,Delhi,3,4,1200000.0
Petrol,Hatchback,63521.0,2015.7157384987893,Hyundai Grand i10,82.0,19.25539987552513,Delhi,1,4,425000.0
Petrol,Sedan,18021.0,2015.7157384987893,Maruti Swift Dzire,88.0,22.41,Delhi,1,4,700000.0
Petrol,Hatchback,90000.0,2008.0,Maruti Wagon R,64.0,17.3,Delhi,1,0,61000.0
Diesel,SUV,38000.0,2015.7157384987893,Mercedes-Benz G,281.0,8.13,Delhi,1,4,24500000.0
Petrol,Hatchback,39076.0,2015.7157384987893,Ford Figo,94.0,18.5,Delhi,1,4,711000.0
Petrol,SUV,36000.0,2015.7157384987893,Mercedes-Benz GLC,197.0,12.74,Delhi,1,4,5250000.0
Cng,Hatchback,106848.0,2015.7157384987893,Maruti Celerio,55.0,35.6,Delhi,1,4,423000.00000000006
Diesel,MUV,105000.0,2015.7157384987893,Toyota Innova Crysta,147.0,13.68,Delhi,1,4,1500000.0
Petrol,Convertibles,6500.0,2015.7157384987893,Mini Cooper Convertible,189.0,16.72,Delhi,3,4,4450000.0
Petrol,Hatchback,111237.0,2015.7157384987893,Hyundai i10,78.0,20.36,Delhi,3,4,140000.0
Petrol,Hatchback,70000.0,2018.0,Volkswagen Polo,103.0,17.21,Delhi,3,4,715000.0
Diesel,SUV,95000.0,2015.7157384987893,Volvo XC 90,200.0,11.1,Delhi,3,4,1075000.0
Petrol,SUV,13278.0,2015.7157384987893,Nissan Magnite,71.0,18.75,Delhi,1,4,836999.9999999999
Diesel,SUV,35000.0,2015.7157384987893,Mahindra Thar,130.0,18.9,Delhi,3,4,1650000.0
Petrol,SUV,12255.0,2015.7157384987893,Nissan Magnite,98.0,19.25539987552513,Delhi,1,4,894000.0
Petrol,SUV,68000.0,2015.7157384987893,Mercedes-Benz GLS,333.0,8.9,Delhi,1,4,6250000.0
Diesel,SUV,67000.0,2015.7157384987893,Tata Hexa,153.0,17.6,Delhi,1,4,950000.0
Diesel,Hatchback,37000.0,2015.7157384987893,Maruti Baleno,74.0,27.39,Delhi,1,4,650000.0
Petrol,Sedan,8000.0,2015.7157384987893,Mercedes-Benz C-Class,201.0,11.9,Delhi,1,4,4399000.0
Diesel,SUV,54000.0,2015.7157384987893,Maruti SX4 S Cross,88.0,23.65,Delhi,1,4,595000.0
Diesel,Sedan,120000.0,2014.0,Honda City,98.0,25.1,Delhi,1,4,499000.0
Petrol,Sedan,70000.0,2010.0,Maruti Swift Dzire,85.0,17.5,Delhi,3,4,150000.0
Petrol,SUV,17000.0,2015.7157384987893,Mercedes-Benz GLC,197.0,12.74,Delhi,1,4,6300000.0
Diesel,SUV,45000.0,2015.7157384987893,Mercedes-Benz GLS,258.0,19.25539987552513,Delhi,1,4,5200000.0
Petrol,Hatchback,19717.0,2015.7157384987893,Maruti Celerio,65.0,25.24,Delhi,1,4,459000.0
Petrol,Sedan,20000.0,2015.7157384987893,BMW 3 Series Gran Limousine,254.0,15.3,Delhi,1,4,5190000.0
Petrol,Hatchback,35495.0,2015.7157384987893,Maruti Alto K10,65.0,24.39,Delhi,1,4,332000.0
Petrol,SUV,25000.0,2015.7157384987893,Mercedes-Benz GLA Class,183.0,13.7,Delhi,3,4,2190000.0
Petrol,SUV,27401.0,2015.7157384987893,Jeep Compass,160.0,19.25539987552513,Delhi,1,4,1550000.0
Petrol,Hatchback,15981.0,2015.7157384987893,Maruti S-Presso,65.0,21.7,Delhi,1,4,427000.0
Petrol,SUV,7500.0,2015.7157384987893,MG Hector,141.0,18.9,Delhi,1,4,1900000.0
Petrol,Sedan,6300.0,2015.7157384987893,Audi A4,187.0,18.9,Delhi,1,4,4200000.0
Petrol,Hatchback,73052.0,2015.7157384987893,Hyundai i10,78.0,20.36,Delhi,1,4,183000.0
Petrol,Sedan,61000.0,2015.7157384987893,Honda City,117.0,19.25539987552513,Delhi,1,4,571000.0
Petrol,SUV,15036.0,2015.7157384987893,Tata Punch,86.0,20.09,Delhi,1,4,806000.0
Diesel,Sedan,94000.0,2015.7157384987893,BMW 5 Series,187.0,20.37,Delhi,1,4,1700000.0
Petrol,Sedan,39000.0,2015.7157384987893,Hyundai Xcent,81.0,20.14,Delhi,1,4,525000.0
Petrol,SUV,90000.0,2016.0,Mahindra KUV 100,82.0,18.15,Delhi,4,4,250000.0
Petrol,Hatchback,90000.0,2011.0,Skoda Fabia,73.0,16.25,Delhi,1,4,120000.0
Diesel,SUV,44000.0,2015.7157384987893,Mercedes-Benz GLS,258.0,19.25539987552513,Delhi,3,4,5550000.0
Petrol,Hatchback,120000.0,2006.0,Maruti Wagon R,67.0,18.9,Delhi,3,4,60000.0
Petrol,Hatchback,30000.0,2018.0,Renault KWID,53.0,25.17,Delhi,1,4,265000.0
Petrol,SUV,4900.0,2015.7157384987893,Volvo XC60,250.0,11.2,Delhi,1,4,6150000.0
Petrol,Hatchback,36000.0,2015.7157384987893,Mini Cooper,98.0,19.23,Delhi,3,4,1975000.0
Petrol,Hatchback,4975.0,2015.7157384987893,Maruti Ignis,81.0,20.89,Delhi,1,4,519000.00000000006
Cng,Hatchback,48000.0,2015.7157384987893,Maruti Alto 800,47.0,30.46,Delhi,3,4,249000.00000000003
