Fuel_Type,Body_Type,Kilometers_Driven,Registration_Year,Car_Model,Engine_Power,Mileage,City,Ownership_Encoded,Star_Rating,Price
Diesel,SUV,138726.0,2015.7157384987893,Toyota Fortuner,168.0,19.25539987552513,Kolkata,1,4,1300000.0
Petrol,Hatchback,24147.0,2015.7157384987893,Maruti Wagon R,67.0,21.79,Kolkata,1,4,437000.0
Petrol,Sedan,65000.0,2015.7157384987893,Toyota Corolla Altis,138.0,14.28,Kolkata,1,4,950000.0
Petrol,Sedan,79513.0,2015.7157384987893,Honda City,117.0,17.4,Kolkata,1,4,421000.0
Petrol,Hatchback,87845.0,2015.7157384987893,Hyundai i20,80.0,18.5,Kolkata,1,4,193000.0
Petrol,MUV,20000.0,2015.0,Maruti Ertiga,93.0,16.02,Kolkata,1,4,750000.0
Petrol,Sedan,55000.0,2015.7157384987893,Volkswagen Jetta,120.0,14.69,Kolkata,1,4,599000.0
Petrol,Hatchback,60000.0,2020.0,Mahindra KUV 100 NXT,82.0,18.15,Kolkata,3,4,470000.0
Petrol,Hatchback,47183.0,2015.7157384987893,Honda Brio,86.0,19.4,Kolkata,1,4,335000.0
Diesel,MUV,150000.0,2015.0,Toyota Innova,100.0,12.99,Kolkata,1,4,1050000.0
Diesel,Sedan,41510.0,2015.7157384987893,Mercedes-Benz E-Class,203.0,14.21,Kolkata,3,4,2199000.0
Diesel,Sedan,54600.0,2015.7157384987893,Hyundai Elantra,126.0,22.54,Kolkata,1,4,843000.0
Petrol,Hatchback,20000.0,2007.0,Hyundai Santro Xing,81.0,18.9,Kolkata,1,4,50000.0
Petrol,MUV,4000.0,2015.7157384987893,Renault Triber,71.0,19.25539987552513,Kolkata,1,4,650000.0
Petrol,Sedan,70000.0,2015.0,Chevrolet Sail,82.0,18.2,Kolkata,1,4,180000.0
Petrol,SUV,29882.0,2015.7157384987893,Maruti Vitara Brezza,103.0,17.03,Kolkata,1,4,673000.0
Petrol,Hatchback,55314.0,2015.7157384987893,Toyota Etios Liva,81.0,18.3,Kolkata,1,4,198000.0
Diesel,Sedan,69000.0,2015.7157384987893,Hyundai Verna,126.0,22.32,Kolkata,1,4,250000.0
Petrol,Sedan,41565.0,2015.7157384987893,Maruti Swift Dzire,88.0,22.41,Kolkata,3,4,338000.0
Petrol,Hatchback,46624.0,2015.7157384987893,Hyundai i20,82.0,18.5,Kolkata,3,4,198000.0
Diesel,SUV,56312.0,2015.7157384987893,Kia Seltos,113.0,19.25539987552513,Kolkata,1,4,1400000.0
Petrol,Hatchback,22950.0,2015.7157384987893,Maruti Alto 800,47.0,22.05,Kolkata,1,4,283000.0
Petrol,Hatchback,42000.0,2015.7157384987893,Hyundai i10,68.0,19.81,Kolkata,3,4,214000.0
Petrol,Hatchback,26135.0,2015.7157384987893,Hyundai EON,55.0,21.1,Kolkata,1,4,215000.0
Petrol,Hatchback,20913.0,2015.7157384987893,Volkswagen Polo,75.0,18.78,Kolkata,1,4,749000.0
Petrol,Hatchback,14000.0,2015.7157384987893,Hyundai EON,55.0,21.1,Kolkata,3,4,185000.0
Petrol,Hatchback,3000.0,2015.7157384987893,Maruti S-Presso,65.0,24.76,Kolkata,1,4,421000.0
Diesel,Hatchback,52002.0,2015.7157384987893,Maruti Baleno,74.0,27.39,Kolkata,1,4,465000.00000000006
Petrol,Hatchback,60000.0,2010.0,Hyundai i20,80.0,18.5,Kolkata,3,4,200000.0
Diesel,SUV,50000.0,2015.7157384987893,Kia Seltos,113.0,20.8,Kolkata,1,4,1321000.0
Petrol,Sedan,59000.0,2015.7157384987893,Toyota Corolla Altis,138.0,14.28,Kolkata,1,4,450000.0
Diesel,SUV,15000.0,2015.7157384987893,Kia Sonet,98.0,18.9,Kolkata,1,4,1199000.0
Petrol,Hatchback,22393.0,2015.7157384987893,Hyundai EON,55.0,21.1,Kolkata,3,4,210000.0
Diesel,Sedan,53483.0,2015.7157384987893,Honda Amaze,98.0,25.8,Kolkata,1,4,345000.0
Petrol,Sedan,49000.0,2015.7157384987893,Honda New Accord,177.0,11.7,Kolkata,1,4,421000.0
Petrol,Hatchback,38420.0,2015.7157384987893,Maruti Alto K10,65.0,24.39,Kolkata,1,4,171000.0
Petrol,Hatchback,60585.0,2015.7157384987893,Hyundai i10,78.0,20.36,Kolkata,1,4,172000.0
Petrol,Sedan,12809.0,2015.7157384987893,Mercedes-Benz E-Class,194.0,19.25539987552513,Kolkata,1,4,6600000.0
Diesel,Sedan,37243.0,2015.7157384987893,Skoda Rapid,108.0,21.72,Kolkata,1,4,794000.0
Petrol,SUV,25796.0,2015.7157384987893,Toyota Urban cruiser,103.0,17.03,Kolkata,1,4,881000.0
Diesel,MUV,34000.0,2015.7157384987893,Toyota Innova Crysta,147.0,13.68,Kolkata,1,4,1735000.0000000002
Petrol,SUV,29717.0,2015.7157384987893,Hyundai Venue,118.0,18.15,Kolkata,1,4,852999.9999999999
Petrol,Hatchback,42000.0,2015.7157384987893,Nissan Micra Active,67.0,19.49,Kolkata,1,4,325000.0
Petrol,Hatchback,24425.0,2015.7157384987893,Maruti Wagon R Stingray,67.0,20.51,Kolkata,1,4,284000.0
Petrol,Sedan,14323.0,2015.7157384987893,Skoda Rapid,108.0,16.24,Kolkata,1,4,936000.0
Diesel,SUV,9700.0,2015.7157384987893,Mahindra TUV 300,100.0,18.49,Kolkata,1,4,800000.0
Petrol,Sedan,50000.0,2011.0,Hyundai Verna,121.0,17.01,Kolkata,3,4,250000.0
Petrol,Sedan,51097.0,2015.7157384987893,Honda City,117.0,19.25539987552513,Kolkata,1,4,650000.0
Petrol,Hatchback,60000.0,2010.0,Hyundai i10,68.0,19.81,Kolkata,3,4,165000.0
Petrol,Sedan,23684.0,2015.7157384987893,Maruti Swift Dzire,88.0,22.41,Kolkata,1,4,850000.0
Petrol,Hatchback,40000.0,2009.0,Hyundai i10,68.0,19.81,Kolkata,1,4,161000.0
Diesel,SUV,60002.0,2015.7157384987893,Mercedes-Benz GLC,170.0,17.9,Kolkata,1,4,2750000.0
Petrol,SUV,39000.0,2015.7157384987893,Honda BR-V,117.0,15.4,Kolkata,1,4,795000.0
Petrol,MUV,40000.0,2020.0,Maruti Ertiga,103.0,19.01,Kolkata,1,4,900000.0
Diesel,Hatchback,16001.0,2015.7157384987893,Volvo V40,150.0,16.8,Kolkata,1,4,1800000.0
Petrol,Sedan,51000.0,2015.7157384987893,Hyundai Verna,121.0,17.01,Kolkata,3,4,361000.0
Petrol,Hatchback,10143.0,2015.7157384987893,Maruti Wagon R,67.0,21.79,Kolkata,1,4,510000.0
Petrol,Hatchback,53657.0,2015.7157384987893,Maruti S-Presso,65.0,21.7,Kolkata,3,4,415000.00000000006
Petrol,Hatchback,88532.0,2015.7157384987893,Maruti Celerio,65.0,25.24,Kolkata,1,4,266000.0
Petrol,Hatchback,60000.0,2013.0,Maruti Wagon R,67.0,20.51,Kolkata,1,4,150000.0
Petrol,SUV,12059.0,2015.7157384987893,Skoda Kushaq,113.0,19.2,Kolkata,1,4,1375000.0
Petrol,Hatchback,10000.0,2021.0,Tata Tiago,84.0,19.01,Kolkata,1,4,520000.0
Diesel,SUV,47000.0,2015.7157384987893,Mahindra Scorpio,75.0,15.4,Kolkata,1,4,925000.0
Diesel,SUV,20000.0,2015.7157384987893,Renault Duster,108.0,19.6,Kolkata,1,4,650000.0
Petrol,Sedan,37000.0,2015.7157384987893,Maruti Swift Dzire,85.0,19.1,Kolkata,1,4,285000.0
Petrol,Hatchback,9520.0,2015.7157384987893,Hyundai Grand i10 Nios,81.0,20.7,Kolkata,1,4,728000.0
Petrol,Sedan,100000.0,2016.0,Chevrolet Sail,82.0,18.2,Kolkata,1,4,210000.0
Cng,Hatchback,22577.0,2015.7157384987893,Hyundai Santro,59.0,30.48,Kolkata,1,4,535000.0
Petrol,Hatchback,9902.0,2015.7157384987893,Hyundai i20,118.0,19.25539987552513,Kolkata,1,4,824000.0
Petrol,SUV,70000.0,2016.0,Ford Ecosport,121.0,19.25539987552513,Kolkata,1,4,500000.0
Petrol,Hatchback,20101.0,2015.7157384987893,Hyundai Grand i10,81.0,18.9,Kolkata,1,4,526000.0
Petrol,Hatchback,120000.0,2011.0,Skoda Fabia,75.0,16.25,Kolkata,1,4,180000.0
Petrol,SUV,15258.0,2015.7157384987893,Tata Nexon,118.0,17.33,Kolkata,1,4,970000.0
Petrol,SUV,36397.0,2015.7157384987893,Hyundai Venue,118.0,18.15,Kolkata,1,4,951000.0
Petrol,Hatchback,120000.0,2011.0,Skoda Fabia,75.0,16.25,Kolkata,1,4,180000.0
Diesel,Sedan,52000.0,2015.7157384987893,BMW 3 Series,181.0,16.07,Kolkata,1,4,975000.0
Diesel,SUV,51900.0,2015.7157384987893,Mercedes-Benz GLA Class,136.0,17.9,Kolkata,1,4,2250000.0
Petrol,Sedan,70000.0,2017.0,Honda City,117.0,19.25539987552513,Kolkata,1,4,750000.0
Petrol,SUV,10000.0,2022.0,Jeep Compass,160.0,14.1,Kolkata,1,4,2650000.0
Diesel,SUV,30000.0,2016.0,BMW X1,184.0,17.05,Kolkata,1,4,1950000.0
Petrol,SUV,23303.0,2015.7157384987893,Hyundai Creta,121.0,19.25539987552513,Kolkata,3,4,930000.0
Petrol,SUV,30000.0,2020.0,MG Hector,141.0,13.96,Kolkata,3,4,1499000.0
Diesel,SUV,70000.0,2017.0,Mahindra XUV500,140.0,19.25539987552513,Kolkata,3,4,850000.0
Petrol,SUV,50000.0,2019.0,Hyundai Creta,121.0,19.25539987552513,Kolkata,3,4,1020000.0
Petrol,Hatchback,11326.0,2015.7157384987893,Maruti Swift,81.0,21.21,Kolkata,1,4,614000.0
Petrol,Hatchback,23609.0,2015.7157384987893,Maruti Swift,81.0,21.21,Kolkata,1,4,630000.0
Petrol,Hatchback,30000.0,2016.0,Maruti Celerio,67.0,23.1,Kolkata,3,4,320000.0
Petrol,Hatchback,60533.0,2015.7157384987893,Hyundai Santro Xing,62.0,17.92,Kolkata,1,4,241000.0
Petrol,Sedan,46328.0,2015.7157384987893,Maruti Ciaz,91.0,20.73,Kolkata,1,4,513000.0
Petrol,SUV,60000.0,2020.0,MG Hector Plus,141.0,11.67,Kolkata,1,5,1550000.0
Petrol,SUV,31745.0,2015.7157384987893,Hyundai Venue,118.0,18.15,Kolkata,1,4,1006000.0
Diesel,SUV,78668.0,2015.7157384987893,Toyota Fortuner,168.0,12.55,Kolkata,4,4,1075000.0
Petrol,SUV,3115.0,2015.7157384987893,Renault Kiger,71.0,19.17,Kolkata,1,4,718000.0
Petrol,Hatchback,8940.0,2015.7157384987893,Maruti Celerio,65.0,19.25539987552513,Kolkata,1,4,635000.0
Petrol,Hatchback,10000.0,2015.0,Hyundai Grand i10,82.0,18.9,Kolkata,1,4,475000.0
Petrol,Sedan,40000.0,2014.0,Hyundai Xcent,82.0,19.1,Kolkata,4,4,305000.0
Petrol,Sedan,45652.0,2015.7157384987893,Honda City,117.0,17.8,Kolkata,1,4,755000.0
Petrol,Sedan,30000.0,2019.0,Maruti Ciaz,103.0,21.56,Kolkata,1,4,800000.0
Petrol,Sedan,85033.0,2015.7157384987893,Jaguar XJ,237.0,9.4,Kolkata,2,4,1800000.0
Petrol,Hatchback,30000.0,2017.0,Hyundai Grand i10,82.0,18.9,Kolkata,1,4,450000.0
Petrol,Hatchback,70000.0,2011.0,Hyundai i20,80.0,18.5,Kolkata,1,4,290000.0
Petrol,Hatchback,17200.0,2015.7157384987893,Maruti Swift,81.0,19.25539987552513,Kolkata,1,4,580000.0
Petrol,Sedan,18255.0,2015.7157384987893,Honda City,117.0,17.4,Kolkata,1,4,600000.0
Petrol,Sedan,80000.0,2015.0,Toyota Corolla Altis,138.0,14.28,Kolkata,3,4,595000.0
Petrol,Hatchback,6398.0,2015.7157384987893,Maruti Celerio,65.0,25.24,Kolkata,1,4,546000.0
Petrol,Hatchback,45739.0,2015.7157384987893,Hyundai Grand i10 Nios,81.0,20.7,Kolkata,1,4,588000.0
Diesel,SUV,46000.0,2015.7157384987893,Toyota Fortuner,168.0,12.55,Kolkata,1,4,2300000.0
Petrol,SUV,35254.0,2015.7157384987893,Honda BR-V,117.0,15.4,Kolkata,1,4,499000.0
Petrol,Sedan,41334.0,2015.7157384987893,Toyota Yaris,105.0,17.1,Kolkata,1,4,623000.0
Petrol,Hatchback,51463.0,2015.7157384987893,Honda Brio,86.0,19.4,Kolkata,1,4,300000.0
Petrol,Hatchback,29478.0,2015.7157384987893,Maruti Alto 800,47.0,24.7,Kolkata,1,4,338000.0
Diesel,MUV,85101.0,2015.7157384987893,Toyota Innova Crysta,147.0,13.68,Kolkata,1,4,1750000.0
Petrol,Hatchback,6903.0,2015.7157384987893,Maruti S-Presso,65.0,21.7,Kolkata,1,4,443000.0
Petrol,Hatchback,57602.0,2015.7157384987893,Hyundai i10,78.0,20.36,Kolkata,3,4,213000.0
Diesel,Sedan,52047.0,2015.7157384987893,Porsche Panamera,394.0,7.5,Kolkata,3,4,3150000.0
Diesel,SUV,71742.0,2015.7157384987893,Mercedes-Benz GLE,201.0,17.9,Kolkata,1,4,3700000.0
Petrol,SUV,413.0,2015.7157384987893,Volvo XC40,197.0,12.18,Kolkata,1,4,4450000.0
Petrol,Hatchback,10000.0,2015.7157384987893,Maruti Alto 800,47.0,22.74,Kolkata,1,4,234000.0
Petrol,Hatchback,50000.0,2009.0,Hyundai i10,68.0,19.81,Kolkata,1,4,140000.0
Petrol,Hatchback,18000.0,2015.7157384987893,Maruti Baleno,83.0,21.4,Kolkata,1,4,534000.0
Petrol,Hatchback,32000.0,2015.7157384987893,Maruti Wagon R,67.0,20.51,Kolkata,1,4,380000.0
Diesel,SUV,42000.0,2015.7157384987893,Ford Ecosport,98.0,19.25539987552513,Kolkata,1,4,565000.0
Petrol,Sedan,45000.0,2015.7157384987893,Honda City,117.0,17.4,Kolkata,1,4,381000.0
Petrol,Sedan,29000.0,2015.7157384987893,Honda City,119.0,18.4,Kolkata,1,4,749000.0
Petrol,MUV,19675.0,2015.7157384987893,Maruti Ertiga,101.0,20.51,Kolkata,3,4,426000.0
Petrol,Hatchback,20378.0,2015.7157384987893,Hyundai i20,118.0,20.28,Kolkata,1,4,877000.0
Petrol,SUV,10000.0,2022.0,Skoda Kushaq,113.0,17.2,Kolkata,1,4,1400000.0
Petrol,Hatchback,33683.0,2015.7157384987893,Hyundai i10,68.0,19.81,Kolkata,1,4,335000.0
Petrol,Hatchback,18518.0,2015.7157384987893,Maruti S-Presso,65.0,21.7,Kolkata,1,4,414000.0
Petrol,Hatchback,36000.0,2015.7157384987893,Maruti Wagon R,67.0,18.9,Kolkata,1,4,321000.0
Petrol,Hatchback,30791.0,2015.7157384987893,Maruti Alto K10,67.0,23.95,Kolkata,3,4,323000.0
Petrol,MUV,18000.0,2015.7157384987893,Maruti Ertiga,103.0,19.01,Kolkata,1,4,925000.0
Petrol,Hatchback,14447.0,2015.7157384987893,Maruti Alto 800,47.0,22.05,Kolkata,1,4,345000.0
Petrol,Hatchback,19991.0,2015.7157384987893,Hyundai Grand i10,81.0,18.9,Kolkata,3,4,454000.0
Petrol,Hatchback,24000.0,2015.7157384987893,Hyundai EON,55.0,21.1,Kolkata,1,4,259000.0
Diesel,SUV,41000.0,2015.7157384987893,Mahindra Bolero,62.0,15.96,Kolkata,1,4,675000.0
Diesel,SUV,45000.0,2015.7157384987893,Audi Q3,138.0,17.32,Kolkata,1,4,1095000.0
Petrol,SUV,10177.0,2015.7157384987893,Hyundai Alcazar,156.0,14.2,Kolkata,1,4,1875000.0
Petrol,Hatchback,35444.0,2015.7157384987893,Hyundai Grand i10,82.0,18.9,Kolkata,1,4,325000.0
Petrol,Hatchback,35000.0,2015.7157384987893,Hyundai Grand i10,82.0,18.9,Kolkata,1,4,415000.00000000006
Diesel,MUV,40000.0,2015.7157384987893,Toyota Innova Crysta,147.0,13.68,Kolkata,1,4,1695000.0
Diesel,Hatchback,49040.0,2015.7157384987893,Hyundai Grand i10,70.0,19.25539987552513,Kolkata,1,4,365000.0
Petrol,Hatchback,40000.0,2007.0,Maruti Alto,46.0,19.7,Kolkata,3,0,98000.0
Petrol,Hatchback,49546.0,2015.7157384987893,Maruti Alto K10,67.0,23.95,Kolkata,1,4,333000.0
Petrol,Sedan,38698.0,2015.7157384987893,Maruti Swift Dzire,88.0,22.41,Kolkata,1,4,406000.0
Petrol,Sedan,32814.0,2015.7157384987893,Honda City,117.0,17.4,Kolkata,1,4,675000.0
Petrol,Sedan,14642.0,2015.7157384987893,Hyundai Xcent,82.0,19.1,Kolkata,1,4,329000.0
Petrol,Hatchback,33429.0,2015.7157384987893,Maruti Alto 800,47.0,24.7,Kolkata,1,4,279000.0
Petrol,Sedan,36448.0,2015.7157384987893,Hyundai Sonata,198.0,13.44,Kolkata,3,4,299000.0
Petrol,Hatchback,30739.0,2015.7157384987893,Hyundai Grand i10 Nios,81.0,20.7,Kolkata,1,4,622000.0
Petrol,Hatchback,21300.0,2015.7157384987893,Hyundai i20,81.0,19.25539987552513,Kolkata,1,4,798000.0
Petrol,Hatchback,13463.0,2015.7157384987893,Hyundai Grand i10 Nios,81.0,20.7,Kolkata,1,4,618000.0
Petrol,Hatchback,15477.0,2015.7157384987893,Maruti S-Presso,67.0,21.7,Kolkata,1,4,431000.0
Petrol,Hatchback,33000.0,2015.7157384987893,Maruti Wagon R,67.0,20.51,Kolkata,1,4,415000.00000000006
Petrol,Hatchback,50000.0,2010.0,Hyundai i10,78.0,20.36,Kolkata,3,4,180000.0
Petrol,SUV,15766.0,2015.7157384987893,Audi Q2,187.0,18.9,Kolkata,1,4,3700000.0
Diesel,SUV,28895.0,2015.7157384987893,Hyundai Alcazar,113.0,18.1,Kolkata,1,4,1675000.0
Petrol,Hatchback,10000.0,2019.0,Maruti Baleno,83.0,21.4,Kolkata,1,4,620000.0
Diesel,Sedan,50000.0,2015.0,Volkswagen Vento,103.0,20.34,Kolkata,1,4,380000.0
Diesel,SUV,70000.0,2016.0,Mahindra XUV500,140.0,19.25539987552513,Kolkata,3,4,840000.0
Diesel,Sedan,24600.0,2015.7157384987893,Mercedes-Benz C-Class,194.0,12.6,Kolkata,1,4,3500000.0
Diesel,SUV,10711.0,2015.7157384987893,Mahindra Thar,130.0,15.2,Kolkata,1,4,1550000.0
Petrol,MUV,90000.0,2018.0,Maruti Ertiga,91.0,17.5,Kolkata,1,4,600000.0
Petrol,SUV,19712.0,2015.7157384987893,Hyundai Venue,118.0,18.27,Kolkata,1,4,868000.0
Petrol,Sedan,31772.0,2015.7157384987893,Honda City,117.0,19.25539987552513,Kolkata,1,4,917000.0
Diesel,Sedan,150000.0,2013.0,Ambassador,52.0,12.8,Kolkata,1,5,100000.0
Petrol,Sedan,31055.0,2015.7157384987893,Hyundai Verna,121.0,19.25539987552513,Kolkata,1,4,867000.0
Petrol,SUV,25695.0,2015.7157384987893,Renault Duster,104.0,16.42,Kolkata,1,4,827000.0
Petrol,Hatchback,20000.0,2021.0,Maruti S-Presso,65.0,21.7,Kolkata,1,4,420000.0
Diesel,SUV,24181.0,2015.7157384987893,Mahindra XUV300,115.0,19.25539987552513,Kolkata,1,4,942000.0
Diesel,SUV,70000.0,2020.0,Kia Seltos,113.0,19.25539987552513,Kolkata,1,4,1300000.0
Petrol,SUV,42970.0,2015.7157384987893,Renault Duster,104.0,16.42,Kolkata,1,4,803999.9999999999
Petrol,Hatchback,12541.0,2015.7157384987893,Maruti Alto,46.0,19.7,Kolkata,3,4,179000.0
Petrol,Hatchback,10000.0,2019.0,Hyundai i20,81.0,18.6,Kolkata,1,4,550000.0
Petrol,Hatchback,10000.0,2021.0,Hyundai Grand i10 Nios,81.0,20.7,Kolkata,3,4,650000.0
Petrol,Sedan,49817.0,2015.7157384987893,Honda City,116.0,16.8,Kolkata,1,4,449000.0
Petrol,Hatchback,10000.0,2021.0,Hyundai Grand i10 Nios,81.0,20.7,Kolkata,3,4,650000.0
Petrol,Hatchback,30000.0,2016.0,Renault KWID,67.0,23.01,Kolkata,3,4,250000.0
Petrol,SUV,10000.0,2022.0,Tata Nexon,118.0,17.33,Kolkata,3,4,821000.0000000001
Diesel,Hatchback,20000.0,2013.0,Hyundai Grand i10,70.0,19.25539987552513,Kolkata,1,4,300000.0
Petrol,MUV,10000.0,2021.0,Maruti XL6,103.0,19.01,Kolkata,3,4,950000.0
Diesel,SUV,80000.0,2015.0,Mahindra XUV500,140.0,19.25539987552513,Kolkata,3,4,700000.0
Diesel,Sedan,70000.0,2014.0,Hyundai Xcent,71.0,24.4,Kolkata,3,4,280000.0
Petrol,Hatchback,6347.0,2015.7157384987893,Maruti Swift,81.0,21.21,Kolkata,1,4,663000.0
Petrol,Hatchback,19437.0,2015.7157384987893,Maruti Ignis,81.0,20.89,Kolkata,3,4,559000.0
Diesel,Hatchback,61262.0,2015.7157384987893,Maruti Swift,74.0,28.4,Kolkata,1,4,500000.0
Petrol,SUV,6059.0,2015.7157384987893,Tata Nexon,118.0,17.33,Kolkata,1,4,934000.0
Diesel,Hatchback,9134.0,2015.7157384987893,Tata Altroz,88.0,23.64,Kolkata,1,4,914000.0
Petrol,Hatchback,23092.0,2015.7157384987893,Maruti Baleno,83.0,21.4,Kolkata,1,4,840000.0
Diesel,Hatchback,33937.0,2015.7157384987893,Tata Altroz,88.0,23.64,Kolkata,1,4,684000.0
Petrol,Sedan,20000.0,2015.0,Maruti Ciaz,91.0,20.73,Kolkata,1,4,524000.0
Petrol,Hatchback,49134.0,2015.7157384987893,Toyota Etios Liva,78.0,17.71,Kolkata,1,4,442000.0
Petrol,Hatchback,71900.0,2015.7157384987893,Maruti Ritz,85.0,21.1,Kolkata,3,4,192000.0
Petrol,Hatchback,20000.0,2020.0,Maruti Wagon R,67.0,21.79,Kolkata,1,4,580000.0
Diesel,Sedan,20000.0,2015.7157384987893,BMW 5 Series,190.0,18.12,Kolkata,1,4,3800000.0
Petrol,Sedan,10000.0,2021.0,Honda Amaze,88.0,18.3,Kolkata,1,4,828999.9999999999
Diesel,SUV,22336.0,2015.7157384987893,Ford Endeavour,197.0,10.91,Kolkata,1,4,2649000.0
Diesel,SUV,30000.0,2016.0,BMW X1,188.0,20.68,Kolkata,1,4,1950000.0
Petrol,Hatchback,10000.0,2019.0,Hyundai i20,81.0,18.6,Kolkata,3,4,600000.0
Petrol,Sedan,48384.0,2015.7157384987893,Honda City,117.0,17.4,Kolkata,1,4,775000.0
Petrol,SUV,32000.0,2015.7157384987893,MG Hector,141.0,13.96,Kolkata,1,4,1365000.0
Petrol,Sedan,20000.0,2020.0,Skoda Rapid,103.0,14.3,Kolkata,1,4,850000.0
Petrol,Sedan,56023.0,2015.7157384987893,Toyota Etios,88.0,16.78,Kolkata,1,4,435000.0
Diesel,Sedan,60840.0,2015.7157384987893,Hyundai Elantra,126.0,22.54,Kolkata,3,4,956000.0
Petrol,Hatchback,18984.0,2015.7157384987893,Nissan Micra,75.0,19.34,Kolkata,1,4,431000.0
Petrol,MUV,50000.0,2014.0,Maruti Ertiga,93.0,16.02,Kolkata,1,4,575000.0
Diesel,Sedan,115173.0,2015.7157384987893,Tata Zest,74.0,22.95,Kolkata,1,4,432000.0
Petrol,Hatchback,26251.0,2015.7157384987893,Maruti Alto K10,67.0,20.92,Kolkata,1,4,255000.0
Diesel,SUV,35700.0,2015.7157384987893,Mercedes-Benz GLA Class,136.0,17.9,Kolkata,3,4,1675000.0
Petrol,Hatchback,6230.0,2015.7157384987893,Maruti S-Presso,67.0,21.7,Kolkata,3,4,479000.0
Petrol,SUV,30000.0,2020.0,Tata Nexon,118.0,17.33,Kolkata,1,4,763000.0
Petrol,Sedan,25228.0,2015.7157384987893,Honda Amaze,88.0,18.3,Kolkata,1,4,846000.0000000001
Petrol,SUV,46717.0,2015.7157384987893,Hyundai Creta,121.0,15.8,Kolkata,1,4,999000.0
Petrol,Hatchback,20000.0,2013.0,Hyundai i10,78.0,20.36,Kolkata,1,4,280000.0
Petrol,MUV,120000.0,2018.0,Maruti Ertiga,103.0,18.69,Kolkata,1,4,775000.0
Diesel,Sedan,65000.0,2015.7157384987893,Skoda Rapid,105.0,20.5,Kolkata,1,4,350000.0
Petrol,Sedan,91000.0,2015.7157384987893,Honda Amaze,88.0,19.5,Kolkata,1,4,445000.0
Petrol,Hatchback,45000.0,2015.7157384987893,Hyundai i20 Active,81.0,17.19,Kolkata,1,4,500000.0
Petrol,Coupe,30000.0,2016.0,Mercedes-Benz AMG GT,510.0,12.65,Kolkata,1,4,21000000.0
Petrol,Sedan,30000.0,2019.0,Maruti Ciaz,103.0,21.56,Kolkata,1,4,825000.0
Petrol,Hatchback,60000.0,2017.0,Maruti Baleno,83.0,21.4,Kolkata,1,4,510000.0
Petrol,Sedan,56000.0,2015.7157384987893,Toyota Etios,88.0,16.78,Kolkata,1,4,325000.0
Petrol,Sedan,54419.0,2015.7157384987893,Hyundai Verna,121.0,17.01,Kolkata,1,4,500000.0
Petrol,MUV,22746.0,2015.7157384987893,Renault Triber,71.0,18.2,Kolkata,1,4,640000.0
Petrol,Hatchback,5385.0,2015.7157384987893,Maruti Alto 800,47.0,22.05,Kolkata,1,4,334000.0
Diesel,Sedan,40375.0,2015.7157384987893,Audi A6,174.0,17.68,Kolkata,1,4,1250000.0
Petrol,Hatchback,10837.0,2015.7157384987893,Hyundai i20,118.0,20.28,Kolkata,1,4,774000.0
Petrol,Hatchback,4521.0,2015.7157384987893,Maruti Alto 800,47.0,22.05,Kolkata,1,4,326000.0
Diesel,Sedan,25990.0,2015.7157384987893,BMW 3 Series,190.0,22.69,Kolkata,3,4,2400000.0
Petrol,Sedan,6805.0,2015.7157384987893,Maruti Swift Dzire,88.0,22.41,Kolkata,1,4,634000.0
Diesel,Sedan,47000.0,2015.7157384987893,Mercedes-Benz C-Class,204.0,14.94,Kolkata,1,4,825000.0
Petrol,Hatchback,23733.0,2015.7157384987893,Maruti S-Presso,67.0,21.7,Kolkata,1,4,458000.0
Petrol,Hatchback,9473.0,2015.7157384987893,Maruti S-Presso,65.0,21.7,Kolkata,1,4,414000.0
Diesel,SUV,150000.0,2013.0,Renault Duster,108.0,19.01,Kolkata,1,4,310000.0
Petrol,Sedan,70000.0,2015.0,Hyundai Xcent,82.0,16.9,Kolkata,3,4,450000.0
Diesel,SUV,38200.0,2015.7157384987893,Volvo XC60,235.0,11.2,Kolkata,3,4,4495000.0
Diesel,SUV,76187.0,2015.7157384987893,Mahindra Alturas G4,178.0,12.05,Kolkata,1,4,2025000.0
Diesel,SUV,40000.0,2016.0,BMW X3,258.0,16.55,Kolkata,1,4,2460000.0
Petrol,Sedan,89398.0,2015.7157384987893,Honda New Accord,177.0,11.7,Kolkata,4,4,500000.0
Petrol,Sedan,50000.0,2018.0,Hyundai Verna,121.0,19.25539987552513,Kolkata,1,4,900000.0
Petrol,Sedan,70000.0,2014.0,Toyota Camry,158.0,19.16,Kolkata,4,4,1200000.0
Diesel,SUV,37000.0,2015.7157384987893,Mahindra TUV 300,100.0,18.49,Kolkata,1,4,400000.0
Petrol,Hatchback,42000.0,2015.7157384987893,Ford Figo,70.0,15.6,Kolkata,3,4,149000.0
Petrol,Hatchback,19392.0,2015.7157384987893,Maruti Alto K10,67.0,23.95,Kolkata,1,4,324000.0
Petrol,Hatchback,9522.0,2015.7157384987893,Maruti Alto 800,47.0,22.05,Kolkata,1,4,356000.0
Petrol,Sedan,28880.0,2015.7157384987893,Honda Amaze,86.0,19.25539987552513,Kolkata,1,4,295000.0
Petrol,Hatchback,19003.0,2015.7157384987893,Chevrolet Beat,76.0,18.6,Kolkata,1,4,230000.0
Petrol,Hatchback,28329.0,2015.7157384987893,Maruti Alto 800,47.0,22.74,Kolkata,1,4,268000.0
